type;name;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016;01.10.2016;01.11.2016;01.12.2016;01.01.2017;01.02.2017;01.03.2017;01.04.2017;01.05.2017;01.06.2017;01.07.2017;01.08.2017;01.09.2017;01.10.2017;01.11.2017;01.12.2017;01.01.2018;01.02.2018;01.03.2018;01.04.2018;01.05.2018;01.06.2018;01.07.2018;01.08.2018;01.09.2018;01.10.2018;01.11.2018;01.12.2018;01.01.2019;01.02.2019;01.03.2019;01.04.2019;01.05.2019;01.06.2019;01.07.2019;01.08.2019;01.09.2019;01.10.2019;01.11.2019;01.12.2019;01.01.2020;01.02.2020;01.03.2020;01.04.2020;01.05.2020;01.06.2020;01.07.2020;01.08.2020
G;266;94.3853;92.8345;93.0648;91.8903;97.3442;95.8983;95.8854;94.6159;92.7441;92.3026;92.5264;91.428;91.1665;89.8811;89.5597;89.7094;98.2312;97.5409;97.5193;95.8566;95.0812;94.3599;93.98255;92.81165;92.34495;91.4467;91.11035;89.63655;96.3703;97.37405;95.3429;94.31965;93.01605;92.3587;91.8358;91.30645;91.0126;90.20025;89.08175;88.9166;97.36825;96.79445;96.81195;96.12515;95.50805;95.1405;94.5841;94.14875;94.53695;94.1262;93.7027;98.9992;98.8006;98.8684;98.2828;99.1786;98.3673;97.6137;96.4943;96.0045;97.1337;97.4086;96.3351;100;98.0272;97.2969;97.7341;98.913
G;267;0;0;0;0;0;0;0;64.7561;65.1509;65.1982;65.2819;65.5533;39.0247;37.5939;37.6477;39.0493;62.185;61.7016;62.2402;61.39655;62.1563;62.69015;62.7883;62.2315;63.5583;63.79325;64.62555;65.22155;64.88865;65.4684;64.49535;64.29985;64.28485;64.48745;64.55385;64.4593;64.65815;65.11905;65.2944;64.5583;62.5324;62.2288;62.13105;62.05175;59.8075;60.64905;60.4521;60.00105;58.5618;59.2243;58.9409;85.5867;85.5051;85.2606;85.0949;85.0952;84.3883;84.6115;84.4497;84.2486;84.6466;84.4399;83.6706;82.0799;82.2842;82.993;85.2736;84.9953
G;268;88.8252;96.0367;82.8654;81.8528;90.5992;88.5165;86.5937;90.529;79.8841;83.0984;85.3356;83.6729;82.3565;77.1508;76.7726;77.3677;92.6841;90.5087;89.389;87.9906;86.78395;85.49445;85.83215;88.92415;89.68485;83.4112;87.21965;82.7835;82.48875;92.3737;89.5368;89.80365;95.8151;98.47755;92.7671;96.34275;91.86505;90.26335;88.45575;88.36695;93.818;97.3032;95.6994;96.10415;94.0746;92.5467;90.6452;89.1856;88.39515;88.1677;85.7719;85.0221;96.2899;97.445;95.3699;94.4326;90.9148;97.7142;91.8919;90.9797;88.5377;84.8713;87.2517;87.2455;94.14;97.4633;97.6879;98.3446
G;269;74.3827;82.6192;82.9731;78.8914;77.0082;77.223;71.7711;70.7051;82.4584;81.393;79.4692;67.7339;64.3522;63.5755;62.3168;74.4074;67.7259;66.674;66.9111;69.41065;68.89645;68.33715;66.3491;61.1675;60.114;60.9943;61.09885;82.85205;82.1797;81.44835;80.1934;78.06065;77.4882;76.80245;76.87605;74.1614;66.26195;66.81415;66.21735;72.91325;85.95015;86.353;84.8616;84.6209;85.03845;83.1066;82.5829;79.37815;76.96715;76.238;76.0386;84.0258;91.3038;85.364;86.9078;83.7498;84.3251;79.9304;79.5671;79.2559;77.6863;77.0016;74.841;89.0892;89.7802;85.7353;77.6057;76.9344
G;270;100;97.871;96.1589;97.9025;100;100;100;100;100;100;100;98.4879;96.2531;93.5983;89.901;93.0267;98.3301;100;99.9847;100;100;100;97.03;96.8861;90.0761;88.76315;90.08385;88.3516;97.34035;95.96825;95.08915;93.7845;92.6637;91.4025;91.41565;90.6143;89.8943;89.92535;90.13105;89.46715;100;97.5416;97.36435;95.7402;95.13785;93.40875;92.5509;92.14145;92.70015;91.4174;89.4935;89.1938;97.2553;96.6913;96.8248;95.2014;93.8588;92.763;92.0116;91.917;90.8011;90.5802;89.3213;89.6337;97.9941;98.0699;97.511;98.956
G;271;99.6072;97.5184;98.9056;98.9828;97.0718;97.4105;90.493;87.0292;84.5113;82.4719;79.3745;78.3359;66.1687;62.3342;62.3122;56.8948;54.9873;51.5238;51.4188;51.37765;50.89155;51.4991;50.93005;50.58375;50.0936;50.0929;48.89645;48.5206;48.3168;48.66795;47.8902;47.39705;48.33115;47.91675;49.42395;48.8378;48.39565;47.5183;46.80615;48.8371;50.22285;49.616;50.21665;50.3002;49.8523;50.2161;50.0158;47.7939;48.40055;47.1703;46.5605;50.7564;45.1484;47.371;52.9587;51.6829;50.2007;52.7994;50.2307;49.3843;52.0172;51.3731;48.4591;51.6975;53.6838;47.2683;53.9545;53.845
G;272;99.9943;99.9943;99.9943;99.9943;98.4131;99.7247;99.7735;99.1404;65.031;64.6209;64.6134;65.4287;36.6055;35.9186;35.661;35.6334;35.8781;35.5408;35.4175;36.61285;36.24975;36.0111;35.72005;36.61135;37.29965;35.2958;33;33.90995;33.40955;33.46025;34.32095;34.4655;35.26975;32.6677;32.67225;32.80575;32.5834;30.75905;27.3476;29.82095;30.50855;31.266;31.54795;30.47225;28.73565;28.4674;27.978;27.80135;11.58435;12.5522;12.4387;12.5921;12.2199;10.1548;10.171;5.4165;6.0723;7.1817;0.5127;1.6836;2.0887;0.9512;0.9492;0.9815;1.2038;1.2131;0.872;0.718
G;273;90.0996;88.4437;97.4593;96.4648;95.9276;95.5098;95.0162;94.435;93.9218;92.9844;92.4002;91.7835;90.6583;90.651;98.7265;97.3453;95.6952;95.0734;93.7159;93.00405;91.82215;91.15955;90.3847;89.86435;88.3798;88.1298;87.3041;96.77675;95.61795;94.77455;93.4085;92.8687;92.0794;90.8349;89.9423;89.13075;88.0033;87.5893;96.63535;96.2007;95.54455;95.00425;94.548;94.0147;94.4233;93.18855;92.7414;92.1462;91.12075;89.9107;89.5704;97.5792;96.4673;95.5964;95.0825;94.8579;94.3052;93.2912;92.6431;92.3942;91.3804;90.7693;90.3551;97.9885;97.3832;96.4848;95.5588;94.8787
G;274;46.9591;47.7821;45.6066;49.3478;49.9881;48.7121;48.8412;49.8207;49.6461;49.7392;50.155;50.4086;50.6052;49.5898;49.8695;51.7852;51.5952;49.1533;51.9208;52.13655;51.9667;51.7208;52.1349;52.02485;51.7578;50.9499;50.54535;52.8452;51.28385;51.53365;51.57665;50.9426;50.40975;50.11215;50.1355;50.0671;31.28695;29.85265;30.0526;34.12405;34.8522;34.775;34.68705;33.7446;33.6523;34.68235;33.3895;33.50195;34.6111;33.6987;34.0029;35.3249;34.4963;34.4363;34.3049;32.1611;31.8358;31.7635;31.8892;31.8586;31.8236;31.0216;30.953;38.8073;35.3735;34.8525;34.9167;34.8762
G;275;75.8418;75.6894;70.4057;72.9964;73.2982;73.433;73.5381;73.7362;73.7756;73.812;74.0653;74.0953;73.9322;75.9849;75.0941;73.8123;73.3529;72.6521;72.7979;72.92075;72.7998;72.94875;72.80575;70.611;65.485;62.0877;62.2062;69.61685;72.4794;72.14105;72.40885;72.3517;72.2821;72.2376;72.1021;85.96405;84.38585;85.9587;86.2167;86.3266;86.22245;84.78455;84.77625;80.7557;80.35585;79.823;79.75915;83.4929;74.80785;77.3019;79.0722;87.1807;87.1712;86.4322;89.2017;86.6531;84.6079;83.4662;83.4692;82.1857;92.7771;95.7826;96.3352;95.9902;96.8376;97.6215;98.3794;97.6302
G;276;92.8672;91.3999;91.2677;98.9854;98.9589;98.7296;99.6252;99.4611;99.6826;99.6819;99.6806;99.6837;99.6842;98.702;99.1964;98.7781;99.0644;98.8985;98.7646;98.49475;97.82895;97.2295;96.9525;96.91315;96.52265;95.18595;94.63025;94.3505;94.0615;97.2295;97.07265;96.4391;95.63695;95.42755;95.09495;94.54705;94.1506;92.9817;92.60855;92.3544;94.0284;98.37135;97.2763;97.23855;96.48865;95.6383;94.95505;94.90755;93.9246;96.1956;95.3038;94.047;93.9807;95.6969;96.9211;99.0726;97.5013;96.6753;96.6236;96.8201;95.9552;95.3837;93.4469;92.4402;98.0815;96.5133;94.8005;94.2529
G;277;89.6058;87.4719;85.3458;89.0405;98.7607;97.8588;86.832;86.4656;78.4772;79.518;79.3468;79.5948;88.225;86.0419;84.6602;83.9884;89.4173;89.245;89.5428;82.4643;84.3304;85.57885;86.04385;88.529;85.06195;84.08885;82.99265;82.2591;88.0508;84.61115;83.9589;85.7602;85.71155;85.6744;86.3318;84.2951;86.99115;84.84615;84.47855;83.8029;87.6052;87.53565;84.32355;83.528;83.3895;81.41435;81.6468;79.3397;84.11715;84.9531;82.7504;83.9657;88.9205;85.0115;84.9306;87.638;86.7546;84.6015;84.6082;86.6668;86.5941;87.8118;87.1616;84.6397;91.2334;89.4111;89.388;89.245
G;278;44.0825;44.0068;42.1233;48.3741;46.0742;48.0254;50.3644;48.1825;53.6113;54.4777;49.6242;51.3175;53.497;41.4634;43.7135;40.8823;44.4316;42.4973;44.6003;42.51985;43.0841;43.23115;43.55305;44.2791;43.66385;27.28285;27.7348;27.75595;27.2993;26.1583;25.6669;28.5691;27.97235;33.4309;33.268;32.63585;34.152;31.1749;30.7259;31.40845;31.10885;31.17915;31.1663;31.4185;31.22225;31.16305;31.3697;30.5964;30.6837;29.1092;29.1724;28.826;27.7319;26.4399;25.8417;17.7114;18.8761;18.2892;18.3328;16.6085;21.3288;20.8661;20.8547;18.3617;15.0366;14.1967;13.4029;13.7954
G;279;70.0688;69.5684;69.2422;68.8773;75.1526;73.8224;73.2103;72.9161;72.5609;73.2649;72.6174;71.987;70.4889;70.7673;70.9686;71.3443;82.6553;78.8315;79.4366;79.1751;79.5157;79.1408;76.5438;74.62105;75.9269;70.73025;70.8415;74.8049;77.35025;78.27485;73.6193;72.6224;67.75335;72.5437;71.8103;66.7566;72.4813;66.32765;67.35015;71.75225;85.8114;85.7426;83.68945;80.06455;77.8438;75.29335;79.04195;75.9627;75.47785;73.4453;70.3128;75.0298;81.0075;82.415;80.0757;77.9251;68.5714;75.9627;75.8764;74.105;71.8423;69.9747;71.7193;74.3514;80.9739;77.6772;84.0114;80.84
G;280;54.7147;54.2364;52.7017;53.8307;97.5138;100;100;100;96.5476;85.3693;34.3278;34.0528;31.4331;30.045;30.4993;31.7531;33.4586;32.7882;32.7283;32.1234;31.96815;32.7364;33.59505;33.1993;33.47835;32.192;32.77985;36.167;38.89075;36.64605;39.46985;38.67475;45.5616;45.6803;49.68095;49.32815;48.9868;47.4619;44.70915;45.753;44.59195;49.5812;49.78955;49.3764;45.90705;47.60305;49.0368;49.6167;49.2232;50.2557;44.3167;46.5554;47.5798;46.2027;47.4482;49.2623;51.8041;54.4552;55.7213;55.8393;56.7614;55.3684;52.101;49.2607;47.3177;46.6453;46.0216;44.2752
G;281;83.9235;79.2201;79.2995;79.3552;87.5574;87.0456;86.9806;86.9545;88.1279;87.7913;86.9116;90.5318;89.9831;89.0024;88.6252;88.8911;90.9854;91.0399;92.2938;92.3688;90.8034;90.8359;89.8915;91.0563;90.51705;89.6835;90.0779;89.8711;92.47245;92.99155;91.4168;91.22205;93.3583;91.70145;90.853;90.265;93.6786;92.7242;92.1373;92.2837;90.4816;89.64015;92.14665;91.55055;92.46605;90.3294;88.8209;88.9241;90.73215;89.8949;89.8291;90.7747;98.4483;98.3364;98.5629;98.5748;98.6123;98.8426;98.832;98.8357;94.8636;94.6043;94.4928;95.9603;95.6982;95.4296;95.3633;97.5523
G;282;43.692;42.6982;81.7349;81.0637;79.8779;79.1501;78.725;77.2453;75.4107;74.8853;74.1973;73.6422;70.1791;69.7838;85.1773;83.2101;82.7697;80.991;80.1547;78.5321;77.3351;68.51505;67.2065;67.03395;66.39305;64.9582;64.3774;89.5562;89.3526;89.3858;89.5419;83.42365;83.4509;84.8521;88.2949;87.1936;84.68795;83.99095;84.1612;88.83685;88.8241;88.8872;89.18315;89.2694;89.46095;89.22855;89.3323;89.39765;89.41915;89.4285;89.5311;89.3331;89.2784;89.0725;88.9232;88.6266;88.6573;90.5357;89.5237;89.2899;89.0873;87.9791;88.1224;88.8202;89.1285;88.8949;89.0055;89.372
G;283;91.3268;91.2877;91.0273;99.3706;98.1597;97.868;97.7976;97.6975;97.4494;97.2143;97.1789;97.152;97.1072;96.4677;97.2145;97.2138;99.8126;99.6554;99.4011;98.96315;98.1151;97.8127;97.47615;97.4651;97.12915;97.0358;95.77845;99.83335;99.8076;99.7729;91.2702;90.8737;91.59975;91.6336;91.39725;91.39905;91.438;91.27285;91.2973;91.2607;91.28335;91.2937;91.28825;91.289;91.2918;91.26905;91.30735;90.644;90.04705;89.1057;89.939;90.5608;90.8521;90.9031;90.9249;91.0188;90.9592;90.962;91.0401;91.0211;90.337;87.8382;87.8251;88.9812;91.7595;91.7367;91.7047;91.5842
G;284;82.3844;82.2579;82.0083;82.0557;82.3508;82.0876;82.0363;81.9887;80.451;80.5291;80.572;81.0809;80.8332;81.5691;81.5855;81.4964;76.7928;76.8679;76.8782;76.8798;76.7709;76.66055;76.5746;75.557;71.7073;71.5366;71.0044;70.043;69.65975;69.515;67.91905;67.45085;67.0331;66.84525;61.1782;61.30185;62.4686;62.2426;61.719;60.9075;60.34465;59.92165;58.71915;59.72915;50.6817;49.3325;49.07195;50.49195;50.8951;40.7724;40.5335;41.3375;51.9598;52.0978;52.0962;52.3772;52.8204;52.5646;52.8198;52.415;52.3519;52.2852;52.9844;51.5312;51.3559;51.6348;51.5801;50.791
G;285;58.62;56.5464;57.0925;63.0557;62.1026;62.4162;62.8184;62.7855;62.8955;63.1205;61.6735;61.6546;61.3753;60.5983;59.9921;59.9766;60.2393;62.9463;62.6783;62.4792;62.24195;62.06885;61.93065;60.50915;60.6642;60.37025;60.6994;61.07405;61.04725;64.83455;64.33685;64.39565;63.1912;63.0267;63.6614;63.61575;63.3252;65.173;65.49955;67.56885;66.4623;66.42475;66.2212;64.3072;64.10125;64.00085;63.3726;64.9763;64.014;64.0626;63.9294;63.5859;64.4754;65.2115;65.1504;65.0334;64.4151;64.7625;64.2492;63.9151;64.6249;64.5012;64.2161;63.6161;63.8303;65.1515;64.1139;63.3999
G;286;75.9508;75.011;81.6099;81.2643;81.0367;80.7951;80.9025;80.6628;80.4399;80.9233;80.6334;80.3382;80.2749;79.2447;78.826;84.5638;84.5868;84.6015;85.1085;84.91305;84.4084;83.8441;82.99335;82.39245;82.1222;81.7529;81.17485;87.0462;86.87365;86.73355;86.0399;85.2029;84.1708;84.063;83.9752;83.67195;83.52205;83.39865;80.04395;88.64545;89.2183;88.162;88.126;87.20875;86.54715;85.20145;84.90535;83.3431;81.00635;80.6091;80.1224;90.8016;89.7158;89.0123;88.4827;88.2661;87.4422;85.9323;85.0775;86.1328;83.0838;82.2276;81.0305;91.1136;90.5797;90.3846;88.9801;85.4551
G;287;70.6728;68.6081;70.9204;53.6213;58.7136;58.3223;58.0203;57.2692;48.5507;46.8788;47.1008;44.0524;47.7043;45.0876;46.0548;45.2006;48.8192;48.4024;49.3578;48.30695;47.60245;48.73355;42.954;42.22835;45.3141;43.9785;44.4592;43.23075;43.0507;42.59095;42.42785;41.3708;41.23525;40.10215;39.26395;38.2739;39.6223;38.75975;38.2731;48.16235;43.5683;42.5425;41.97915;42.15;39.87765;39.65415;38.7459;39.31305;38.6159;38.6393;37.8042;53.0165;52.6145;50.2507;40.8891;55.0956;55.2804;54.6014;53.73;53.782;59.1998;55.0489;52.0486;63.4839;62.1325;62.3796;63.5242;62.1638
G;288;87.166;87.7179;87.2574;87.7111;89.7236;88.3859;88.2691;87.0225;87.7501;87.1104;87.3951;87.4612;87.6884;84.4271;84.4647;85.322;90.2975;90.2534;90.2797;90.3762;90.298;90.3198;90.02395;89.49665;89.2055;86.3521;87.0739;87.79025;87.085;82.25555;82.4243;82.27185;82.27555;81.8261;81.49395;82.70125;81.4847;79.14805;79.43645;79.54435;87.5786;87.655;87.26775;86.41525;86.0798;86.12315;86.4345;85.96475;85.55385;82.6432;82.8787;82.9625;85.8022;85.6869;85.84;83.731;86.2503;86.541;87.4143;88.0379;85.5625;83.3816;83.3397;83.1738;88.7065;88.7312;88.671;88.7138
G;289;73.0224;69.9392;70.342;76.2407;76.9853;76.8612;77.0969;77.1261;77.1556;77.2345;77.1092;77.4134;77.4276;75.4791;74.6095;74.5861;76.1054;75.0619;74.893;74.82255;74.42955;74.30375;75.23495;79.172;78.9483;79.01835;79.18695;79.05985;80.5182;80.94275;80.8599;80.28475;79.34805;80.4041;80.41625;79.8531;80.29105;72.9627;72.40695;73.63435;74.36965;74.2971;74.5809;74.50795;74.54335;74.57435;74.42295;74.32485;74.02535;73.649;73.5413;73.3738;74.5082;74.4399;73.5577;73.5325;72.9004;73.4779;73.752;73.6023;74.3715;73.0142;72.4423;73.229;74.5476;73.9304;73.7807;75.1205
G;290;28.6801;28.3378;24.4765;21.9731;26.2546;20.1634;15.9477;13.1651;12.9899;12.7428;14.7995;13.7002;16.2735;15.9547;15.7216;14.0746;13.7849;14.2612;13.8645;14.78425;12.5397;14.2713;14.46235;15.66565;16.10615;15.9501;15.31535;15.17385;17.15125;17.05005;17.89545;17.57335;18.12845;17.03755;17.33065;17.2944;18.1169;17.7958;16.15065;15.6682;17.76755;17.69395;17.72195;16.9214;17.412;17.11175;17.3233;17.23035;17.1516;16.7042;16.304;16.751;16.9528;15.4885;17.5397;19.3801;34.925;36.2767;35.1944;34.9749;35.8923;33.5327;33.4134;33.3772;41.5144;41.827;39.6882;40.16
G;291;98.3784;93.8357;92.6055;86.955;88.1931;86.8084;87.9532;95.9161;99.7685;96.1429;97.3485;95.3909;96.3085;95.8506;95.2894;91.9106;99.6732;98.8137;96.4113;98.29395;99.47095;98.86895;99.5617;99.3822;96.1514;95.8976;96.1723;95.2042;99.7412;99.63295;99.289;99.61945;99.4089;98.06435;98.3912;97.93685;97.3587;97.2304;97.37535;97.0444;99.4722;99.19835;98.16895;98.03625;99.05895;98.676;97.678;97.9631;96.72685;96.3603;96.8335;96.3683;99.3061;98.7711;99.6138;99.686;99.0719;99.0127;98.1314;99.6707;99.514;99.4099;99.4809;99.0166;99.7668;99.7956;99.7422;99.7637
G;292;76.2673;59.8149;50.9937;62.8511;83.8866;82.2578;83.0831;84.2982;82.9697;82.9979;85.4776;85.5568;86.1424;88.0727;74.6377;85.8688;87.6893;87.0099;86.7109;86.1845;40.4118;41.81775;28.48485;30.0181;39.81915;50.5216;54.1764;50.90545;100;100;94.3062;83.9247;87.26145;98.10105;95.61565;96.43055;77.39765;45.77585;50.9896;43.5883;100;100;100;100;100;100;100;100;96.44935;90.4407;84.2747;92.3668;93.2499;97.1881;98.3966;97.4576;93.576;93.5707;93.3277;93.359;93.3374;93.329;93.1546;93.2879;93.098;93.3204;93.2843;93.2099
G;293;84.7494;82.9965;80.8901;85.322;88.735;89.4565;86.2242;68.1289;67.1755;64.0744;62.581;67.3827;65.8749;63.9775;64.6433;67.3382;54.5355;54.1003;53.8488;45.21505;52.3716;48.313;49.1937;52.8152;55.11815;53.76835;55.76415;56.9824;59.6686;57.943;57.52335;58.81375;57.4192;51.8249;53.05175;56.92945;56.58605;57.031;56.85395;58.4945;56.2452;56.1039;56.2175;55.9291;53.5172;54.031;54.87415;53.3442;53.0543;53.7992;54.2465;55.9113;56.0498;55.7606;56.5691;56.5381;53.5892;55.5728;55.9907;55.7222;56.0138;55.391;54.5315;52.5463;53.8018;54.5551;54.8498;53.5996
G;294;74.2278;70.6734;68.9998;68.5319;70.6001;70.5134;70.673;70.6357;70.1458;70.2254;70.4438;70.9552;70.8021;70.6787;70.5223;76.3629;76.3689;76.5871;75.421;76.52285;74.5677;74.9916;76.56045;76.6165;76.38265;70.14655;70.621;70.36755;70.43585;70.5727;70.2964;69.8848;69.2341;69.27025;69.24515;69.4595;69.9087;69.6342;64.02905;63.28085;62.7634;61.98625;61.8364;61.4346;63.8628;65.0525;64.48025;64.49315;56.46405;56.3485;56.3954;56.4784;91.053;90.9916;99.7199;98.2913;95.9448;94.7714;98.627;86.9867;80.6687;100;92.8225;93.1161;93.1077;93.1039;93.0451;93.691
G;295;63.8779;63.7154;63.6968;99.884;99.9258;99.7836;99.9277;99.8485;99.7551;99.7294;99.8391;99.8626;99.9626;99.7166;99.6834;93.9397;94.0366;93.289;93.7563;93.7731;93.16315;90.9999;91.2249;91.59105;93.21515;92.34505;91.92075;91.76635;92.03815;92.20195;92.3439;92.24385;92.15305;92.59175;92.5886;92.55835;93.14555;91.8244;91.82325;92.36575;92.3943;92.5164;92.4875;92.488;92.50765;92.56335;92.56105;92.42945;92.3424;90.5126;91.6378;91.5028;91.9009;91.8269;91.7747;91.5558;91.5042;91.8475;91.5796;91.6769;91.6645;91.6173;91.9944;91.9649;91.9729;91.9588;91.9688;91.9467
G;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75.85205;74.2954;66.7921;65.79415;63.79415;73.967;73.2028;72.84995;73.21385;73.08935;71.9865;75.31625;73.16065;71.43185;71.0146;71.33385;67.378;67.9322;65.5273;78.3586;77.4391;74.8669;72.1911;71.1094;70.4488;70.1996;70.5004;70.2798;73.2973;73.3135;72.4697;89.3446;89.4143;89.9612;89.6333
G;297;89.2952;89.5403;90.1681;90.0872;92.2551;92.4819;92.2267;92.1557;92.4834;92.2128;91.6812;92.2454;91.8991;92.0569;92.488;91.3564;90.4697;90.4534;84.0821;84.00165;83.94135;83.6125;83.8172;83.842;83.5148;74.6094;75.13905;75.38925;75.81375;75.1314;75.2526;74.5679;74.64085;74.741;75.06015;75.30835;75.80125;71.98245;72.8415;73.10815;73.0594;72.55415;72.5846;72.8144;72.717;72.87125;71.6398;71.37285;72.6926;72.2981;72.33;72.5853;83.6389;83.6396;83.6336;83.6257;83.6138;83.6165;81.8767;82.0837;83.0795;83.1143;83.0761;83.3601;83.4708;83.7149;83.647;83.5921
G;298;74.0908;71.5594;71.662;71.6825;80.6043;80.3933;82.5119;82.4021;82.3165;82.3345;82.6945;82.739;82.6577;63.8093;53.8342;53.6251;61.9743;62.9464;63.7463;64.9583;65.2337;64.4275;65.56935;65.55515;64.1484;65.26685;54.53375;53.8993;55.3377;57.64065;56.33745;56.6982;57.17275;59.6828;60.12095;60.50735;58.89465;57.9631;58.67045;59.20105;59.44995;58.58545;64.10665;58.5808;58.73305;60.11285;60.15575;60.3706;60.3728;59.6522;59.9958;61.0463;60.1044;60.8754;61.4561;60.7874;60.5312;61.3675;61.6332;61.9087;62.4253;62.4495;62.3647;63.0623;62.8489;63.7552;64.3457;64.4431
G;299;89.6145;88.3626;84.8946;79.2002;87.9131;85.5016;83.9282;82.0435;80.6542;80.488;79.823;79.0131;78.3393;77.5056;77.3628;76.5354;98.1179;96.8393;96.2121;95.19355;93.99275;93.0446;92.3211;92.3965;91.97665;91.27225;90.94245;90.35255;98.6597;97.995;97.06825;96.2649;95.02975;94.80185;94.47285;94.48265;94.28885;93.5354;93.28185;92.97385;99.4081;98.893;98.56035;97.6148;96.4685;95.67655;95.39365;95.07885;94.87335;94.673;94.4958;99.4139;99.3022;99.1042;99.0317;99.2133;98.7076;98.5279;98.2918;98.1815;97.9349;97.9809;97.9754;99.9558;99.8894;99.8164;99.7172;99.3666
G;300;71.1068;72.8449;71.8423;74.6188;73.3818;75.1941;57.4981;55.3273;61.8068;61.2503;59.8077;59.3313;59.5341;61.2491;60.7316;57.7219;55.7182;60.3447;59.207;58.87015;58.98325;59.05235;58.0447;62.8194;57.7378;60.25635;61.56955;60.2931;67.79465;65.6211;78.5214;77.281;75.9016;75.64695;74.10175;73.42655;71.5809;70.14005;68.17705;70.293;68.8828;68.51105;69.4193;68.3741;66.88235;67.36;69.27035;70.0264;72.2379;70.8386;70.421;73.8092;73.6419;75.3559;79.4742;80.6049;80.3691;79.9783;80.025;79.1115;79.0904;79.3735;79.9174;79.205;79.6268;79.6381;79.478;79.6007
G;301;91.9875;88.451;88.3136;89.2038;86.758;86.8;90.1339;90.1414;90.1398;90.1716;90.2002;90.2143;90.212;91.0998;91.4515;90.8808;90.7291;90.7697;90.4908;90.47845;90.5273;90.42555;89.5589;89.2485;89.1047;90.3676;90.197;89.28485;88.99375;89.3491;89.17875;89.00045;88.5613;88.52165;88.51225;88.39505;87.9638;88.5484;88.2011;89.55305;89.4904;89.3107;89.0418;89.20525;89.2314;89.0892;88.98215;88.9214;87.679;88.9733;88.8403;88.1565;88.1304;87.7504;86.836;89.3328;89.1427;88.7827;89.0312;89.0118;89.4382;89.2999;88.692;87.9869;87.6276;87.5846;88.9033;88.7999
G;302;77.4138;74.0352;75.2326;76.3437;76.6873;76.7867;77.8611;78.2106;78.9193;78.5383;77.2461;75.3638;75.1148;73.9705;74.8206;82.9318;83.1745;83.3775;74.337;73.2633;72.4471;71.61705;71.03775;70.81315;70.776;70.9267;68.62055;83.80025;83.16765;83.0576;80.79975;79.46285;77.4443;76.3844;77.4647;77.08755;73.91025;76.34725;75.34925;86.70485;84.4528;83.4406;81.1113;80.3384;81.5135;78.80695;77.61495;76.6893;77.3803;75.7294;75.238;85.6748;84.6145;83.1082;81.9529;80.2529;81.7156;80.584;78.9638;78.2997;82.1972;80.7553;76.0073;83.4931;84.1208;83.013;82.1824;81.9645
G;303;62.4336;60.8194;62.6414;70.9211;72.125;72.038;71.3579;71.9319;70.5187;56.515;57.5678;57.4156;56.4721;54.8586;54.7694;59.5523;60.9287;60.3942;60.6421;60.79025;60.90215;60.9838;61.5306;61.51785;61.70205;62.07585;62.7072;66.0924;65.72045;64.7159;63.91305;64.1668;65.7406;70.17455;70.1409;70.1075;69.94935;70.2936;70.81785;70.00785;70.18065;69.07555;68.8628;69.0123;68.89555;68.43265;67.89075;67.02935;66.174;65.1592;65.4351;71.1641;71.0266;70.039;69.744;69.9533;69.2704;67.7095;66.3147;67.0197;65.1138;64.8691;63.9808;76.3253;75.2523;74.5801;72.5635;76.43
G;304;77.1192;66.8243;68.2931;69.156;72.6383;72.4935;72.7307;72.8069;73.228;73.5703;73.7935;73.1045;72.8212;66.0537;67.8088;67.9011;74.4152;74.6994;74.8706;74.43935;73.6536;72.2442;71.98575;71.2631;70.7631;66.4188;69.0179;78.40055;78.25395;77.9116;76.87195;76.24495;75.21655;74.56665;73.83665;73.62585;72.9313;72.6051;72.793;82.10425;82.17735;80.9744;80.4177;79.89545;79.1083;78.17895;80.07805;79.34615;89.5478;89.5791;87.3264;89.0618;89.1178;89.4531;89.5754;87.8838;86.2399;89.2865;89.4046;89.3711;86.0946;84.5187;85.4636;88.5982;88.8371;89.1805;86.5003;87.424
G;305;99.9921;98.8373;98.7037;98.7207;99.9422;99.7056;99.2782;98.9114;95.9659;96.2719;96.0095;95.9621;96.2242;95.0249;93.4738;97.944;98.374;96.5827;95.4869;96.29655;97.72615;94.29085;95.4718;92.63815;92.33265;91.45075;91.44805;95.66515;96.5186;95.70435;96.18995;94.61825;67.80095;68.3799;67.73335;67.7876;68.3595;68.12705;64.3418;66.64665;67.9701;67.1396;64.1878;64.18175;64.77575;63.99975;64.0039;63.3371;63.60345;62.3783;53.8815;58.7767;59.3817;57.8556;57.4001;58.4316;60.115;59.5339;59.8605;66.1321;64.8119;64.9654;64.643;64.1872;61.6879;61.875;61.985;61.7047
